title,director,country,release_date,genres,누적관객수,누적매출액,평점
노보케인,"Unknown_Random, Unknown_Random",United States,2025-03-12,Action,24010.0,216551400.0,7
엑소시스트: 더 데빌,Unknown_Random,United States,2024-09-25,Horror,,,2
커플지옥,Unknown_Random,South Korea,2025-03-13,Horror,,,4
마이 스위트 크레이지 시스터,Unknown_Random,United States,2025-03-13,Comedy,,,4
극장판 진격의 거인 완결편 더 라스트 어택,Unknown_Random,Japan,2025-03-13,Animation,884406.0,9013127750.0,7
호조,Unknown_Random,South Korea,2025-03-12,Musical,,,6
제로베이스원 더 퍼스트 투어 [타임리스 월드] 인 시네마,"Oh Yoon-dong, Kim Ha-min",South Korea,2025-03-12,Concert,,,7
와일드 투어,Unknown_Random,Japan,2025-03-12,Drama,,,5
숨,Unknown_Random,South Korea,2025-03-12,Documentary,,,5
200% 울프: 최강 푸들이 될 거야!,Unknown_Random,Australia,2025-03-12,Animation,12153.0,92992900.0,7
괜찮아 괜찮아 괜찮아!,Unknown_Random,South Korea,2025-02-26,Family,100592.0,897041800.0,6
핑크퐁과 호기: 새 친구 니니모 1부,Unknown_Random,South Korea,2025-03-08,Animation,,,5
핑크퐁 공룡 유치원,Unknown_Random,South Korea,2025-03-08,Animation,,,3
준스톤 이어원,Unknown_Random,South Korea,2025-03-06,Documentary,,,2
카라바조. 영혼과 피,Unknown_Random,Italy,2025-02-19,Documentary,,,2
리얼 페인,Unknown_Random,United States,2025-01-15,Drama,,,8
울프맨,Unknown_Random,United States,2025-03-05,Horror,,,9
보더랜드,Unknown_Random,United States,2025-03-05,Fantasy,,,10
폭락,Unknown_Random,South Korea,2025-01-15,Drama,,,9
만분의 일초,Kim Seong-hwan,South Korea,2023-11-15,Action,,,7
액션동자,Unknown_Random,South Korea,2022-05-05,Action,,,7
꼬마 판다 팡의 아프리카 대모험,"Unknown_Random, Unknown_Random",Netherlands,2025-01-22,Animation,,,7
말할 수 없는 비밀,Unknown_Random,South Korea,2025-01-27,Fantasy,817256.0,7794311600.0,10
육지것들,Unknown_Random,South Korea,2023-06-08,Comedy,,,8
프라도 위대한 미술관,Unknown_Random,Italy,2021-06-09,Documentary,,,7
백수아파트,Unknown_Random,South Korea,2025-02-26,Mystery,27136.0,236444380.0,8
하이퍼 프로젝션 연극 하이큐!! 쓰레기장의 결전,Unknown_Random,Japan,2025-02-28,Concert,,,4
미키 17,Bong Joon-ho,United States,2025-02-28,Unknown_Random,2998400.0,29558031520.0,7
2147,Unknown_Random,Spain,2025-02-27,Science Fiction,,,3
여강사의 이상한 자습시간,Unknown_Random,South Korea,2025-02-13,Drama,,,3
몽정녀,Unknown_Random,South Korea,2025-02-13,Drama,,,4
힘내라 대한민국,Unknown_Random,South Korea,2025-02-27,Documentary,58462.0,542533740.0,10
브로큰,Unknown_Random,South Korea,2025-02-05,Crime,192001.0,1781570620.0,2
캔터빌의 유령,Unknown_Random,United States,2025-02-26,Animation,,,10
첫 번째 키스,Unknown_Random,Japan,2025-02-26,Drama,,,10
차라리 죽여,Unknown_Random,South Korea,2025-02-26,Comedy,,,6
이찬원 콘서트 찬가: 디어 마이 찬스,"Unknown_Random, Unknown_Random",South Korea,2025-02-26,Concert,30268.0,756575000.0,7
사랑은 사라지지 않는다,Unknown_Random,France,2025-02-26,Drama,,,8
베이비 어쌔신: 나이스 데이즈,Unknown_Random,Japan,2025-02-26,Action,,,9
7인의 황후,Unknown_Random,South Korea,2025-02-26,Comedy,,,2
컴플리트 언노운,Unknown_Random,United States,2025-02-26,Drama,51936.0,500744210.0,10
설계자,Unknown_Random,South Korea,2024-05-29,Crime,522366.0,4701368067.0,6
봉우야,Unknown_Random,South Korea,2025-02-25,Crime,,,9
하이퍼 프로젝션 연극 하이큐!! 최강의 팀,Unknown_Random,Japan,2025-02-21,Concert,,,7
코넬의 상자,Unknown_Random,South Korea,2025-01-08,Mystery,,,6
히어,Unknown_Random,United States,2025-02-19,Drama,,,5
패딩턴: 페루에 가다!,Unknown_Random,"United States, United Kingdom, France",2025-02-19,Comedy,119057.0,1032844200.0,5
엘리: 몬스터 패밀리,"Unknown_Random, Unknown_Random",Germany,2025-02-14,Animation,17509.0,149329800.0,7
써니데이,Unknown_Random,South Korea,2025-02-19,Drama,,,2
영화 이상한 과자 가게 전천당,Nakata Hideo,Japan,2025-02-19,Fantasy,26187.0,218147100.0,10
몽유도원,Unknown_Random,South Korea,2025-02-19,Comedy,,,3
나는 자연산이다,Unknown_Random,South Korea,2025-02-19,Drama,,,5
고백,Yamashita Nobuhira,Japan,2025-02-19,Thriller,,,7
극장판 하이큐!! 쓰레기장의 결전,Mitsunaka Susumu,Japan,2024-05-15,Animation,712092.0,7323368219.0,7
사랑의 하츄핑,Unknown_Random,South Korea,2024-08-07,Animation,1212652.0,10882238222.0,4
두 사람,Unknown_Random,South Korea,2025-02-12,Documentary,,,2
문워크,Unknown_Random,South Korea,2025-01-22,Drama,,,10
9월 5일: 위험한 특종,Unknown_Random,United States,2025-02-05,Thriller,,,10
명탐정 코난: 14번째 표적,Unknown_Random,Japan,2025-02-14,Animation,67982.0,642161280.0,7
은혼 일국경성편 온 씨어터,Unknown_Random,Japan,2025-02-14,Animation,,,4
골프정사,Unknown_Random,South Korea,2025-02-14,Drama,,,5
딸에 대하여,Unknown_Random,South Korea,2024-09-04,Drama,,,7
돌핀,Unknown_Random,South Korea,2024-03-13,Drama,,,9
아카디안,Unknown_Random,United States,2025-02-13,Science Fiction,,,4
캡틴 아메리카: 브레이브 뉴 월드,Unknown_Random,United States,2025-02-12,Action,1650583.0,16338724666.0,2
정돌이,Unknown_Random,South Korea,2025-02-12,Documentary,,,6
유난히 맛있던 동네 유부녀들,Unknown_Random,South Korea,2025-01-08,Drama,,,7
골 때리고 떡 때리는 그녀들: 연장전,Unknown_Random,South Korea,2025-02-11,Drama,,,10
보고타: 마지막 기회의 땅,Unknown_Random,South Korea,2024-12-31,Crime,396287.0,3669720540.0,5
히트맨2,Choi Won-sub,South Korea,2025-01-22,Comedy,2527206.0,23802552080.0,7
하이퍼 프로젝션 연극 하이큐!!,Unknown_Random,Japan,2025-01-24,Concert,,,2
세입자,Unknown_Random,South Korea,2024-12-04,Science Fiction,,,4
"알레고리, 잇츠 낫 미",Unknown_Random,France,2024-12-18,Unknown,,,2
카라바조의 그림자,Unknown_Random,Italy,2025-01-22,Drama,,,4
귀신경찰,Unknown_Random,South Korea,2025-01-24,Comedy,47444.0,421560300.0,10
하이퍼 프로젝션 연극 하이큐!! 승자와 패자,Unknown_Random,Japan,2025-02-07,Concert,,,7
영화 러브 라이브! 니지가사키 학원 스쿨 아이돌 동호회 완결편 제1장,Unknown_Random,Japan,2025-02-06,Animation,,,3
머더 컴퍼니: 살인 중대,Unknown_Random,United States,2025-02-06,War,,,7
동화지만 청불입니다,Unknown_Random,South Korea,2025-01-08,Comedy,157616.0,1465916720.0,7
백산 - 의령에서 발해까지,Unknown_Random,South Korea,2025-02-05,Documentary,,,6
만담,Unknown_Random,South Korea,2025-02-05,Concert,,,6
"레드벨벳 해피니스 다이어리 : 마이 디어, 레베럽 인 시네마","Unknown_Random, Oh Yoon-dong",South Korea,2025-02-05,Concert,,,7
데드데드 데몬즈 디디디디 디스트럭션: 파트2,Unknown_Random,Japan,2025-02-05,Animation,,,9
아줌마,Unknown_Random,"South Korea, Singapore",2023-11-29,Drama,,,3
언데드 다루는 법,Unknown_Random,Norway,2025-01-22,Drama,,,9
1944 레지스탕스,Unknown_Random,Russia,2025-01-30,War,,,6
자살 전 준비 운동,Unknown_Random,South Korea,2024-12-25,Drama,,,9
벌집의 정령,Unknown_Random,Spain,2025-01-29,Drama,,,10
그들은 피아노 연주자를 쐈다,"Unknown_Random, Unknown_Random",Spain,2025-01-29,Animation,,,7
극장판 포켓몬스터 AG: 뮤와 파동의 용사 루카리오,Yuyama Kunihiko,Japan,2025-01-22,Animation,166668.0,1475884740.0,7
바다 탐험대 옥토넛 어보브 앤 비욘드 : 극지방 대작전,Unknown_Random,United Kingdom,2025-01-27,Animation,30631.0,288296900.0,8
고스트캣 앙주,"Yamashita Nobuhira, Unknown_Random",Japan,2025-01-22,Animation,,,7
반지의 제왕: 로히림의 전쟁,Unknown_Random,United States,2025-01-25,Animation,,,8
쓴,Unknown_Random,South Korea,2025-01-24,Drama,,,7
은혼 가시아귀편 온 씨어터,Unknown_Random,Japan,2025-01-24,Animation,,,5
아이유 콘서트 : 더 위닝,"Unknown_Random, Oh Yoon-dong",South Korea,2025-01-24,Concert,65934.0,1819896500.0,7
골 때리고 떡 때리는 그녀들: 후반,Unknown_Random,South Korea,2025-01-24,Drama,,,9
6시간 후 너는 죽는다,Unknown_Random,South Korea,2024-10-16,Thriller,33583.0,381466200.0,2
애니멀 킹덤,Unknown_Random,France,2025-01-22,Mystery,,,9
서바이브,Unknown_Random,"France, Belgium",2025-01-23,Thriller,,,9
엠알 나인,Unknown_Random,United States,2025-01-22,Crime,,,7
메모리,Unknown_Random,United States,2025-01-22,Drama,,,6
레이디,Unknown_Random,South Korea,2023-07-26,Drama,,,7
여름이 끝날 무렵의 라트라비아타,Unknown_Random,South Korea,2024-09-11,Drama,,,4
은빛살구,Unknown_Random,South Korea,2025-01-15,Drama,,,5
언니 유정,Unknown_Random,South Korea,2024-12-04,Family,,,6
"X를 담아, 당신에게",Unknown_Random,United Kingdom,2024-12-11,Comedy,,,9
에이전트 레컨,Unknown_Random,United States,2025-01-17,Science Fiction,,,5
아침바다 갈매기는,Unknown_Random,South Korea,2024-11-27,Drama,,,5
페르소나: 이상한 여자,Unknown_Random,South Korea,2025-01-15,Drama,,,8
파문,Unknown_Random,Japan,2025-01-15,Drama,,,2
투 브라더스,Unknown_Random,South Korea,2025-01-15,Documentary,,,8
슈퍼 엘프: 빨간모자 비밀요정,Unknown_Random,Germany,2025-01-15,Animation,,,9
성 베드로 대성당과 로마의 교황청 대성당들,Unknown_Random,Italy,2025-01-15,Documentary,,,6
더 엑소시즘,Unknown_Random,United States,2025-01-15,Horror,,,9
움베르토 에코. 세계의 도서관,Unknown_Random,Italy,2024-12-11,Documentary,,,9
보티첼리. 피렌체와 메디치,Unknown_Random,Italy,2024-04-24,Documentary,,,3
소풍,Kim Yong-gyun,South Korea,2024-02-07,Drama,332667.0,2977628149.0,7
퍼스트 카우,Unknown_Random,United States,2021-11-04,Drama,,,8
더 폴: 디렉터스 컷,Unknown_Random,United Kingdom,2024-12-25,Drama,139162.0,1437408700.0,9
수퍼 소닉3,Unknown_Random,United States,2025-01-01,Animation,322100.0,2950620910.0,3
비밀,"Unknown_Random, Unknown_Random",South Korea,2023-12-13,Mystery,,,7
청설,Unknown_Random,South Korea,2024-11-06,Drama,794183.0,7416370760.0,5
원 안에 사람들,Unknown_Random,South Korea,2024-12-14,Drama,,,6
퍼스트레이디,Unknown_Random,South Korea,2024-12-12,Documentary,66147.0,644192120.0,4
러브라인,"Unknown_Random, Unknown_Random, Unknown_Random, Kim Seong-hun, Unknown_Random",South Korea,2020-11-01,Unknown,,,7
날 홍콩 보내버린 기술,Unknown_Random,South Korea,2025-01-12,Comedy,,,7
김재중 20주년 기념 콘서트 : 플라워 가든,Son Seok,South Korea,2025-01-09,Concert,,,7
극장판 짱구는 못말려: 우리들의 공룡일기,Unknown_Random,Japan,2024-12-18,Animation,762895.0,7177275100.0,2
아메바 소녀들과 학교괴담: 개교기념일,Unknown_Random,South Korea,2024-11-06,Comedy,,,3
피스 바이 피스,Unknown_Random,United States,2025-01-08,Animation,,,8
페라리,Unknown_Random,"United States, Italy, United Kingdom",2025-01-08,Drama,,,9
쇼잉 업,Unknown_Random,United States,2025-01-08,Drama,,,2
부모 바보,Unknown_Random,South Korea,2025-01-08,Drama,,,2
데드데드 데몬즈 디디디디 디스트럭션: 파트1,Unknown_Random,Japan,2025-01-08,Animation,,,2
(여자)아이들 월드투어 [아이돌] 인 시네마,Oh Yoon-dong,South Korea,2025-01-08,Concert,,,9
아노라,Unknown_Random,United States,2024-11-06,Drama,34518.0,347943780.0,5
"결혼, 하겠나?",Unknown_Random,South Korea,2024-10-23,Comedy,,,7
니코: 오로라 원정대의 모험,"Unknown_Random, Unknown_Random",Germany,2024-12-25,Animation,45558.0,407300740.0,7
타오르는 여인의 초상,Céline Sciamma,France,2020-01-16,Drama,127125.0,1064187408.0,7
모든 것은 아르망에서 시작되었다,Unknown_Random,"Norway, Netherlands, Germany, Sweden",2024-12-25,Drama,,,8
시빌 워: 분열의 시대,Unknown_Random,United States,2024-12-31,Action,80373.0,836845230.0,9
"컷, 다시 갈게요",Unknown_Random,South Korea,2024-12-29,Drama,,,2
총을 든 스님,Unknown_Random,Unknown,2025-01-01,Drama,,,5
뽀로로 극장판 바닷속 대모험,Unknown_Random,South Korea,2025-01-01,Animation,403244.0,3470494790.0,4
마이 러브돌,Unknown_Random,Thailand,2024-12-26,Comedy,,,5
대지진 20.0,Jared Cohn,United States,2024-12-19,Drama,,,5
방콕 범죄도시,Unknown_Random,Thailand,2024-12-19,Action,,,4
스틸 미씽,Unknown_Random,Thailand,2024-12-19,Action,,,4
인비저블 캅,Unknown_Random,Thailand,2024-12-19,Action,,,8
시크릿 웨폰,Unknown_Random,Thailand,2024-12-19,Action,,,8
랜드 오브 워,Unknown_Random,United States,2024-12-19,War,,,4
취업의 정석,Unknown_Random,South Korea,2024-12-18,Drama,,,3
아마존 활명수,Unknown_Random,South Korea,2024-10-30,Comedy,597112.0,5315355180.0,5
47샤크,Unknown_Random,United States,2024-12-05,Thriller,,,7
돌아온 형수의 순수 욕정,Unknown_Random,South Korea,2024-12-05,Drama,,,7
호리아,Unknown_Random,France,2024-12-25,Drama,,,2
오랜만이다,Unknown_Random,South Korea,2024-12-25,Drama,,,4
더 퍼스트 슬램덩크,Unknown_Random,Japan,2023-01-04,Animation,4847680.0,50687486308.0,7
미생: 더할 나위 없었다,Unknown_Random,South Korea,2024-12-20,Drama,,,6
파라다이스 이즈 버닝,Unknown_Random,"Denmark, Sweden",2024-12-18,Drama,,,9
보이지 않는,Unknown_Random,South Korea,2024-12-19,Action,,,2
"괜찮아, 앨리스",Unknown_Random,South Korea,2024-11-13,Documentary,,,6
오후 네시,Unknown_Random,South Korea,2024-10-23,Drama,12512.0,110708100.0,10
헬보이: 크룩드 맨,Unknown_Random,"United States, United Kingdom, Germany, Bulgaria",2024-12-18,Action,,,5
정동원 성탄총동원 더 무비,Unknown_Random,South Korea,2024-12-18,Concert,,,7
무파사: 라이온 킹,Unknown_Random,United States,2024-12-18,Animation,833832.0,8188072950.0,9
섬·망(望),Unknown_Random,South Korea,2024-12-17,Drama,,,3
블랙 나이트 퍼레이드,Fukuda Yuichi,Japan,2024-12-16,Fantasy,,,7
"안녕, 할부지","Unknown_Random, Unknown_Random",South Korea,2024-09-04,Documentary,237912.0,2209790039.0,7
사흘,Unknown_Random,South Korea,2024-11-14,Horror,194728.0,1828319440.0,9
에픽하이 20 더 무비,Jo Yoon-soo,South Korea,2024-03-20,Concert,,,7
모래바람,Unknown_Random,South Korea,2024-11-27,Documentary,,,2
보로미니와 베르니니. 완벽을 위한 도전,Unknown_Random,Italy,2024-12-04,Documentary,,,8
물방울을 그리는 남자,"Unknown_Random, Unknown_Random",South Korea,2022-09-28,Documentary,,,7
브리드,Unknown_Random,United States,2024-12-12,Science Fiction,,,9
이처럼 사소한 것들,Unknown_Random,United States,2024-12-11,Drama,,,2
엔시티 드림 미스터리 랩: 드림 이스케이프 인 시네마,"Unknown_Random, Oh Yoon-dong",South Korea,2024-12-11,Concert,,,7
미세스 그린 애플 // 더 화이트 라운지 인 시네마,Unknown_Random,Japan,2024-12-11,Concert,,,5
더 크로우,Unknown_Random,France,2024-12-11,Action,,,8
김범수 25주년 콘서트 필름 : 여행,Unknown_Random,South Korea,2024-12-11,Concert,,,2
루프,Unknown_Random,South Korea,2024-12-04,Drama,,,2
리바이벌 69’,Unknown_Random,United States,2024-12-04,Documentary,,,5
오늘부터 1일,Unknown_Random,South Korea,2024-12-06,Thriller,,,10
"알엠: 라이트 피플, 롱 플레이스",Unknown_Random,South Korea,2024-12-05,Documentary,,,5
히든페이스,Kim Dae-woo,South Korea,2024-11-20,Thriller,1001871.0,9490121540.0,7
4분 44초,Unknown_Random,South Korea,2024-11-01,Horror,26263.0,105050000.0,4
한 채,"Unknown_Random, Unknown_Random",South Korea,2024-11-20,Drama,,,7
"플레이브 팬 콘서트 ‘헬로, 아스테룸!’ 앙코르 인 시네마",Unknown_Random,South Korea,2024-12-04,Concert,20397.0,598436500.0,8
투모로우바이투게더 : 하이퍼포커스 인 시네마,Unknown_Random,South Korea,2024-12-04,Concert,,,6
카인의 도시,Unknown_Random,South Korea,2024-12-04,Drama,,,3
원정빌라,Unknown_Random,South Korea,2024-12-04,Horror,10854.0,90805000.0,6
아들들,Unknown_Random,"Denmark, Sweden",2024-12-04,Drama,,,10
더 영 맨 앤드 더 딥 씨 (비투비 임현식),Unknown_Random,South Korea,2024-12-04,Documentary,,,7
뉴 노멀,Unknown_Random,South Korea,2023-11-08,Thriller,96398.0,933759458.0,8
딜리버리,Unknown_Random,South Korea,2024-11-20,Drama,,,9
히트맨,Choi Won-sub,South Korea,2020-01-22,Comedy,2400805.0,20570457920.0,7
니자리,Unknown_Random,South Korea,2024-06-20,Horror,,,9
섀도우 오브 파이어,Unknown_Random,Japan,2024-12-01,Drama,,,8
엘스타 2 : 드리미 스테이지,Unknown_Random,South Korea,2024-11-30,Animation,,,2
요루시카 '달과 고양이의 댄스' 2024 라이브,Unknown_Random,Japan,2024-11-29,Concert,,,4
애시드 레인: 죽음의 비,Unknown_Random,France,2024-11-27,Unknown,,,9
모스크바 미션,Unknown_Random,China,2024-11-28,Action,,,3
나 혼자만 레벨업 -리어웨이크닝-,Unknown_Random,Japan,2024-11-28,Animation,,,3
모아나 2,Unknown_Random,"United States, Canada",2024-11-27,Animation,3522517.0,32533317750.0,3
에드워드 호퍼,Unknown_Random,United Kingdom,2024-11-27,Documentary,,,3
아가미,Unknown_Random,South Korea,2024-11-27,Family,,,5
백현: 론스달라이트 닷 인 시네마,"Oh Yoon-dong, Kim Ha-min",South Korea,2024-11-27,Concert,,,7
극장판 미스터리라 하지 말지어다,Unknown_Random,Japan,2024-11-27,Crime,,,9
킹덤 3: 운명의 불꽃,Sato Shinsuke,Japan,2024-01-17,Action,,,7
킹덤2: 아득한 대지로,Sato Shinsuke,United States,2022-11-16,Action,,,7
골때리고 떡 때리는 그녀들: 전반,Unknown_Random,South Korea,2024-11-26,Drama,,,11
빅토리,Unknown_Random,South Korea,2024-08-14,Drama,488148.0,4357664867.0,7
나의 히어로 아카데미아 더 무비: 유어 넥스트,Unknown_Random,Japan,2024-11-20,Animation,61240.0,596162900.0,4
너의 색,Unknown_Random,Japan,2024-10-12,Animation,18983.0,173652900.0,4
극장판 주술회전 0,Unknown_Random,Japan,2022-02-17,Animation,694278.0,6927516658.0,3
킹덤4: 대장군의 귀환,Sato Shinsuke,Japan,2024-11-20,Action,,,7
전장의 크리스마스,Unknown_Random,United Kingdom,2024-11-20,Drama,,,7
저니 투 베들레헴,Unknown_Random,United States,2024-11-20,Family,,,6
씨앗의 시간,Unknown_Random,South Korea,2024-11-20,Documentary,,,9
블링크 트와이스,Unknown_Random,United States,2024-11-20,Drama,,,3
크레센도 반 클라이번 콩쿠르 실황,Unknown_Random,United States,2024-01-31,Concert,,,8
쓰리: 아직 끝나지 않았다,Unknown_Random,South Korea,2022-04-21,Drama,,,8
괴도 퀸은 서커스를 좋아해,Unknown_Random,Japan,2024-11-16,Animation,,,4
극장판 오버로드 성왕국편,Unknown_Random,Japan,2024-11-14,Animation,,,5
